name;id;popularity;embedding
Chet Baker;3rxeQlsv0Sc2nyYaZ5W71T;64;"[-0.15860732 -0.74279016 -1.2419108  -0.5587599   0.28050384  3.141525
 -0.59649825  0.59001935  1.179868   -0.8547644  -1.8096406  -1.4375759
 -1.6587464  -1.3882482   2.0758834  -0.4054361 ]"
Christine D'Clario;6JaSyvyg28SHC0Of8YE6M9;64;"[ 0.1463771   1.6771053  -0.7739138   1.4706174   2.438036    1.7728369
  2.5471861   0.5136483   1.7273201   0.9380193  -0.6884698  -0.2513374
  1.5974045  -2.8669734  -0.33506677 -2.4665492 ]"
Claudio Abbado;6HclTVD03WSY6GUpN16BkP;64;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Cocteau Twins;5Wabl1lPdNOeIn0SQ5A1mp;64;"[ 0.5831558  -1.0874665  -1.0291089  -0.3857014   1.5599397   2.539646
  0.04854363  0.3890876  -0.09913174 -0.5507666  -0.2719473  -0.6856386
 -0.97781503  0.10036177  0.29901883  0.8641937 ]"
Cody Carnes;7apN8bBgl19E0Ona9pvPq0;64;"[ 0.2735989   0.44025588 -0.8320929   0.8700462   1.6782023   1.1831976
  0.84848833  0.3451063   1.1625435   0.31895941 -0.6475246   0.10538204
  1.2524184  -1.5414029  -0.5153986  -2.2114022 ]"
Corinne Bailey Rae;29WzbAQtDnBJF09es0uddn;64;"[ 0.96037954 -1.7238415  -0.21059752 -1.7681464  -1.8191277   0.36978498
 -1.9857137  -0.202465    0.43403527  1.4062048  -1.9281999  -0.2084857
  0.4770642   0.20900229  2.3763313  -1.3859516 ]"
Coyote Theory;48vmXfV0QPy3ljXBp81Fwn;64;"[ 0.4952274  -0.7839547  -0.00604904  0.24706377  0.2776829   0.5507278
  0.42158154  0.25604632  0.39108238  0.09280334 -0.1874643  -0.54316807
 -0.27175632 -0.43703434  0.01748366 -0.29544482]"
Cream;74oJ4qxwOZvX6oSsu1DGnw;64;"[ 0.19405997  1.5434692  -3.0189934  -1.8282859   0.01832922  3.70842
 -2.3218746   3.2897017  -0.2641705  -1.1759361   1.7100747   3.1069078
 -1.8321427   2.3805592   2.640917    2.1168087 ]"
Cristiano Araújo;4HF14RSTZQcEafvfPCFEpI;64;"[ 0.1998095   1.4587543   0.7263358   0.28231597  0.926416    1.0804906
  2.3585331   0.71136343 -0.46106046  0.49808124  0.03012988 -1.0993983
  0.39921558 -2.2541473  -0.21927774  0.8625551 ]"
Crookers;3o1cwVQfiDWafhYA02k13C;64;"[ 0.12693575 -0.6451229   0.50125426  0.61365676  0.9957247   0.31808484
  0.56364614  0.39699465 -0.21244682 -0.07178439 -0.51100725 -0.45110047
 -0.5405261   0.38986337 -0.641551    0.05812001]"
Cultura Profética;65HuWBUC1d8ty1q6J42Nfi;64;"[ 0.4845092   0.61174494  1.5067421  -0.23998351  0.68859005  1.7812144
  2.7802646   0.6875078  -0.08270632  1.5176857   0.79303974 -1.3458737
  0.5466648  -2.3701859  -0.19290027  1.9389018 ]"
Culture Club;6kz53iCdBSqhQCZ21CoLcc;64;"[-1.3841897   2.2193344  -2.5741525  -3.5815837   0.03486582  3.3704345
 -0.3425418  -0.12296748  0.8811584  -1.8012644  -0.78458303  1.3751683
  2.549217    2.4331825   2.4902563   2.4050744 ]"
Da Tweekaz;6UOk7DmvqlzWmo6gjhZvn6;64;"[ 0.00379034  0.02500005  0.53895605  0.43860447  0.5570254  -0.13944812
  0.7550043   0.21851858 -0.22201532 -0.0732656  -0.5207398   0.00253069
 -0.09889145  0.15987255 -0.2947685   0.11076021]"
Darci;1lAvOODEAbUI5b51WRBbdx;64;"[ 0.10919609 -0.5871255   0.22582828  0.34485552  0.22873439  0.19316745
  0.81006294  0.3518536   0.07071283 -0.3170317  -0.2418797  -0.0809326
 -0.05865736 -0.05542879 -0.23336554 -0.24752393]"
Deep Sleep Music Collective;6XJykeImeaTIiXaeoORBs5;64;"[ 0.23569101  0.09156225  0.07561416  0.10003295  0.29915833  0.45994693
  0.4639501   0.20369881  0.11387429  0.11722138 -0.24875629 -0.36170998
  0.2657387  -0.3313062   0.3198166  -0.34389308]"
Deepend;0uGApGjjFXKwUOAqYBeX7B;64;"[ 0.35332084 -0.40621805  0.43353888  0.6400744   0.36093116  0.21362585
  0.9230191   0.4455537   0.06023523 -0.16297364 -0.28118947 -0.01093939
 -0.2127104  -0.02277221 -0.23064637  0.00303685]"
DeJ Loaf;7kFfY4UjNdNyaeUgLIEbIF;64;"[-2.3348355  -0.9585481   0.89120895 -0.37497944 -2.4234295  -3.5347967
  0.7977844  -1.1857694   1.3235868  -1.1840398   0.18721245  0.04175215
 -1.3889469   1.2160498  -1.9682517  -2.0150013 ]"
Desiigner;7pFeBzX627ff0VnN6bxPR4;64;"[-3.238245   -1.3880284   1.976189   -0.65864587 -1.495062   -4.616185
 -0.79069704 -0.06697851  1.6886811  -1.8920982   1.3354621   0.03097943
  0.03750288  1.3252875  -2.1378047  -2.2001996 ]"
Diana Krall;5z1VAFwT35EVvCp1XlZZuL;64;"[-0.12839653  0.9809498  -0.61648554 -0.8692171   0.43712935  2.8770587
 -0.33752188 -0.06452966  0.49626705 -0.10269815 -2.0487013  -0.57478595
 -0.3347957  -1.0179442   2.884877   -0.3430543 ]"
Diego Torres;0LALueHEQunQ2d61fXGeZh;64;"[ 0.23630969  1.6919762   1.322706   -0.32422507  1.2972066   1.6775087
  4.224498    0.48949295 -0.36914092  2.0397766   0.82141155 -2.225412
  0.932407   -3.244811    0.15420611  2.001413  ]"
Don Henley;5dbuFbrHa1SJlQhQX9OUJ2;64;"[ 0.17700367  2.3754282  -2.330352   -2.488977   -0.10044879  2.9179232
 -1.6415006   2.0720427  -0.18914297 -1.7186968   0.09147271  3.0622778
  1.493422    2.5127156   2.3300917   2.7783234 ]"
Don McLean;1gRNBaI4yn6wCCTvRhGWh8;64;"[ 0.21204844  2.2601771  -2.0180113  -3.5539286  -1.4881165   2.2692544
 -3.891993    2.1782222  -0.29332566 -0.8353822   0.12344431  4.460833
  0.49220797  2.024288    2.5019772   1.3053056 ]"
DPR LIVE;0siBQaURCli5wn2lqv8WZg;64;"[ 0.08802052 -0.18674597 -0.08655223  1.161261    0.30808124  0.07153298
  1.5289419   0.9685071   0.35603642 -0.7830722   0.35051423 -0.43942952
 -0.01404923 -0.59998405 -0.3633828  -0.5665859 ]"
Dropkick Murphys;7w9jdhcgHNdiPeNPUoFSlx;64;"[ 0.43765134  1.118475   -0.690596   -0.15081826  2.566604   -0.1650745
 -2.2235818   0.19681704  0.17531718  0.93080574  2.498288    0.8342122
 -0.774923    2.2746794   0.2283304   0.7693681 ]"
DTF;37ioGUZGhKk7VjWIocx8kM;64;"[ 0.0923078  -0.15034783  0.340669    0.27880618  0.22506294  0.33013353
  0.7498348   0.31063822 -0.0330638  -0.23500709 -0.3045802  -0.14386025
 -0.01184713 -0.12562957 -0.2969232  -0.09385575]"
Edvard Grieg;5ihY290YPGc3aY2xTyx7Gy;64;"[ 0.75447714  0.46634692 -1.3534222   1.5497679   3.046944    2.9927914
  0.7873596   0.50723785  0.97280455  0.02507736 -1.4331467  -1.6105552
 -0.6015621  -1.8276137   2.0894516  -1.0150455 ]"
Edward Maya;6XwwFnewNgWp81MYMK8zLq;64;"[-0.6875874   0.12237135  1.2496703  -0.27915806  1.1437548  -0.8371518
  1.3042451   0.01941242 -1.7152039   1.2496066  -1.4657433   0.22067668
  0.99726635  1.1394547  -1.1863838   0.17086482]"
Egzod;3exvMmrLV6o4R42YnG3Id6;64;"[ 0.3808141   0.15206604  0.57251674  0.5654069   0.2228237   0.00903001
  0.80859405  0.21417813 -0.1677753  -0.21543647 -0.33770514  0.15146555
  0.16304308  0.07094934 -0.20538454 -0.26295054]"
El Bebeto;1YhMWppPt9RVODKD1KCs7W;64;"[-0.40951088  2.7680535   1.5448638   1.4489754   0.9531165   0.01957686
  4.4386005   0.24834451 -0.24440314 -0.405152    2.4401004  -1.9707513
 -1.5419339  -3.3502092   1.439154    0.22594054]"
El Mimoso Luis Antonio López;7AUgYiThuW80zSOwY7Ub2g;64;"[ 0.05998751  1.1566199   0.65058875  0.9701921   0.856548    0.87411934
  2.955348    0.4731478   0.11260757 -0.5354194   1.201244   -1.1583383
 -1.1398916  -2.0118437   0.59998345  0.65533096]"
El Trono de Mexico;5L6QAKAkdJIPLsNbItZ2KF;64;"[-0.47775465  1.667756    0.9197513   0.5569873   1.0895408   0.54503524
  3.5903451   0.21597394 -0.13576053 -0.4498117   1.3918854  -1.6112434
 -1.3368134  -2.4709065   0.9330622   1.1484346 ]"
Emeli Sandé;7sfgqEdoeBTjd8lQsPT3Cy;64;"[ 0.04993598  0.72728884  0.46518475 -0.6539689  -1.1772541   0.51988643
 -1.2813984  -0.9791948  -0.67512745  1.3456779  -1.9964225  -1.2844144
  0.2756296   1.6310064   0.25477037 -1.6302143 ]"
Emicida;2d9LRvQJnAXRijqIJDDs2K;64;"[ 0.01445384 -0.11810009  0.27549246 -0.0456965   0.57917684  0.5945477
  0.7013446   0.38725516 -0.13815571 -0.06572784  0.13101259 -0.567929
 -0.11334283 -0.44641387 -0.4539942   0.3138198 ]"
Engenheiros Do Hawaii;0GNq4xh8uFCyihPurnunf7;64;"[ 0.22686958  0.13701093  0.06990424  0.03547729  0.82342076  0.715897
  0.97881025  0.28006858 -0.00374445  0.27665937 -0.04475665 -0.61890465
  0.01426431 -0.62961113  0.27629128  0.34087783]"
Evaluna Montaner;52qzWdNUp6ebjcNsvgZSiC;64;"[ 0.12629303  0.44615403 -0.20708276  0.09742095  0.7699547   0.4331148
  0.6445596   0.2673589   0.37523502  0.2889106  -0.25423986 -0.23067763
  0.32285023 -0.74015    -0.05218403 -0.58431554]"
Evgeny Grinko;69RwhKw37lY73bMGaSts7C;64;"[ 0.33402622 -0.13708201 -0.15414216  0.36925647  0.75362176  0.6701221
  0.4844266   0.40652955  0.2989204  -0.09404265 -0.16809638 -0.7533118
 -0.36636704 -0.4421127   0.1991702  -0.12168546]"
Exaltasamba;6VPRGmbZ0dupZrbwwEDRRw;64;"[ 0.25625774  0.4787943   0.16342828  0.3514133   1.2561076   1.3428935
  1.435335    0.69740814 -0.05538682  0.3528985   0.11315809 -0.9904945
 -0.0511321  -1.4638265   0.0468865   0.6205467 ]"
Faith Hill;25NQNriVT2YbSW80ILRWJa;64;"[ 3.110967    6.2534966  -0.8492909  -0.55805844 -0.8656464  -0.47971302
 -2.6166275  -2.9342608   0.19867681  0.12468823 -1.3046479   0.7645048
  0.4814243  -2.114039    1.6461387  -1.7534407 ]"
Farid Bang;2JwyRtuXf2l6sTnSnGVIa1;64;"[-0.07174597 -0.03360837  0.11208586  0.17319594  0.4761197  -0.20410268
  0.7571098   0.22497223  0.19873527 -0.31332213  0.32007834 -0.43990824
 -0.3556123  -0.4129328  -0.2224431   0.21467559]"
Faye Webster;5szilpXHcwOqnyKLqGco5j;64;"[ 0.47805908 -0.4054118  -0.22332014  0.20230915  0.41420832  0.505364
  0.3861753   0.40479347  0.32748216 -0.08594124 -0.11820628 -0.45466354
 -0.2819868  -0.19624671  0.03593462 -0.09768911]"
Felipe Araújo;47uyFQHOD02S0lj9ptRpoB;64;"[ 0.29686767  0.9577358   0.41640025  0.40251583  1.0254327   0.84336823
  2.1985025   0.7555417  -0.04999696  0.12586576  0.25909323 -0.97330254
  0.2542487  -2.0319202   0.10643953  0.780647  ]"
Fernando & Sorocaba;1oSgjdbgLYULVmEBojPRw8;64;"[ 0.07758354  1.2065977   0.51489747  0.17429976  1.0840015   1.1874541
  2.480325    0.70838535 -0.14396507  0.6521367   0.20361112 -1.3035549
  0.2661381  -2.078671    0.10717458  1.1071051 ]"
Fidel Rueda;1lQO7ePBTp5yOfVK9hicoJ;64;"[-0.49576986  2.6456947   1.497694    1.4036165   0.9388129   0.7380047
  4.594736    0.54289687  0.07400297 -0.8417895   3.1387954  -2.04955
 -1.9276843  -3.5017695   1.4936306   0.14681053]"
Fiona Apple;3g2kUQ6tHLLbmkV7T4GPtL;64;"[ 1.465218   -1.8775954  -0.97881657 -1.6536236   1.4543298   1.7406443
 -2.130064   -1.7267797   0.38245058  0.8967513  -0.73729163 -1.4295776
 -1.4314365   0.93920743  2.5523882   0.6766999 ]"
First Aid Kit;21egYD1eInY6bGFcniCRT1;64;"[ 1.6089158  -2.5287938  -0.22103134 -0.34385622 -0.13680667  3.4201381
 -2.0914197   0.7139981  -0.0607338   0.73951155 -1.5582383  -0.64010334
 -1.9696852  -0.162401    0.289579   -1.367814  ]"
FKA twigs;6nB0iY1cjSY1KyhYyuIIKH;64;"[ 0.37671593 -3.514424   -0.5348394   0.20538254 -0.39368814  1.4252706
  0.8465344  -0.37567997 -0.07800554 -0.4342044  -2.5349703  -0.37196857
 -2.2383401   0.9837014  -1.0001647  -0.6889721 ]"
Flatland Cavalry;4SfGzWmeoNPKIOmiyc7Pav;64;"[ 1.5132922   1.5674772  -0.4683576   0.11632199 -0.31044397  0.23994221
 -0.43101028 -0.1359796   0.12173877 -0.32223457 -0.11113759  0.14834933
 -0.6455387  -1.0999722  -0.03318346 -0.1528877 ]"
Fly by Midnight;4rQTEdG6hDVOlDUFKs9EjZ;64;"[ 0.59166735 -0.14578354  0.50573456  0.7342413   0.15812533  0.19672154
  0.7448744   0.18202671 -0.18754098  0.1465287  -0.31286988  0.25833106
  0.37350306  0.15438469 -0.25095052 -0.861857  ]"
Four Tet;7Eu1txygG6nJttLHbZdQOh;64;"[ 2.9763317e-01 -1.4230893e+00 -1.0259860e-02  5.3000051e-01
  9.7657192e-01  1.7644088e+00  8.6474830e-01  2.8281501e-01
  9.2920333e-02 -3.5214669e-01 -1.3373768e+00 -7.8184360e-01
 -1.2660904e+00 -1.6685877e-03 -3.8174438e-01  3.6574331e-01]"
Four Tops;7fIvjotigTGWqjIz6EP1i4;64;"[-1.3805182   2.3621173   0.8662415  -3.165863   -0.70224994  3.4557385
 -2.2560825   0.60898596  0.783927   -1.5916486  -2.5846632   2.416148
 -0.6560382  -0.8856322   4.276731    1.7612473 ]"
Franglish;4uJNQGa3L2frXDxwgouTIw;64;"[ 0.11441176  0.20413578 -0.02352391 -0.01681257  0.01068971 -0.00354283
  0.3894737   0.29524127  0.06882749 -0.330993    0.14082666 -0.23932399
  0.05101527 -0.37033054 -0.06802781  0.05767025]"
Frankie Valli & The Four Seasons;6mcrZQmgzFGRWf7C0SObou;64;"[-1.1882111   1.3678516  -1.2739189  -4.294502   -0.9238909   2.7720852
 -2.6616135   1.0824336  -0.7234663  -1.3280402  -0.9369385   3.3752475
  0.25265166  0.8078661   3.4470224   0.65726477]"
Franz Schubert;2p0UyoPfYfI76PCStuXfOP;64;"[ 0.76149297  0.50256085 -1.6495306   1.437538    3.6332333   3.4004233
  0.6777235   0.4873109   1.640986    0.02574261 -1.866223   -2.3298638
 -0.877995   -2.5721781   2.9398184  -0.63018674]"
Fredo;3rbtPd0NcvhO2AzMfzx90z;64;"[ 0.01158762 -0.30952668  0.09721173  0.11904307  0.15713014 -0.16518937
  0.60519123  0.46881458  0.25414538 -0.5767414   0.16134022 -0.38157266
 -0.21102846 -0.38822377 -0.17698285 -0.09856807]"
Freya Ridings;5pDjmC5mRl7vDJhsjVwNfk;64;"[ 0.59486294 -0.34940493  0.14750504  0.51526004  0.11975347  0.45200768
  0.44591996  0.20192552  0.0823099   0.16512421 -0.5586257  -0.27565706
 -0.05594908 -0.08688062  0.25939468 -0.5581863 ]"
Funky;4B4YYJ0BAYBK86yxqQV7mu;64;"[ 0.07685649  0.6057671  -0.10116509  0.35002246  0.83897513  0.5943688
  1.4450781   0.22517271  0.54714394  0.31134525 -0.23149258 -0.29895297
  0.7222427  -1.2258582  -0.08927285 -0.84476256]"
G-Unit;6evKD5JWJON3qPBJtUEmtY;64;"[-1.7492267  -0.5602746   0.6096653  -0.5882284   0.5919243  -3.165378
  0.7657207  -1.1171167   0.67542887 -1.0563502   0.58741504 -1.273413
 -2.288987    0.7120826   0.16394296  1.5905373 ]"
G.E.M.;7aRC4L63dBn3CiLDuWaLSI;64;"[ 0.2032032   0.24931838  0.20332825  0.3930827   0.8593524   0.2549074
  0.9861958   0.24748719 -0.089388    0.4504068  -0.1192158  -0.33678
  0.604253   -0.21251374  0.46479315 -0.41512895]"
Gajendra Verma;1yzgJmZf5CxtFfGfRFm4Si;64;"[ 0.7521021   0.22880603 -0.66189533  0.89451724  2.3017426  -0.05664191
  1.5216893   0.82574445 -0.6806939  -1.1213229  -1.3007752  -1.096884
  0.25984803 -1.6875359  -0.08668882  0.2127153 ]"
Galinha Pintadinha;070CnHC2iZh5oLpyWYPf8h;64;"[ 0.15743619  0.2955621   0.01815662 -0.0030127   0.40754232  0.5471781
  0.68506426  0.2563234   0.14217238  0.23257698 -0.08730616 -0.42655382
  0.15367104 -0.53963065  0.41167894  0.09690886]"
Gang Starr;5cMgGlA1xGyeAB2ctYlRdZ;64;"[-1.710306   -0.9902269   1.0897353  -1.1762843   1.0092659  -2.272345
 -0.29211053 -1.5794888   0.54331595 -2.9335325   0.1549227  -2.6600988
 -3.7142482   0.47365594  0.43032572  2.930328  ]"
George Martin;4Fgf6RvuWpiwDXSE7Vammx;64;"[ 0.28620914  0.1812515  -0.14349368  0.03719392  0.5476553   0.6278976
  0.36067098  0.28347963  0.21566994 -0.01713153 -0.11624932 -0.21517359
 -0.23070987 -0.11982929  0.38438463  0.01876478]"
Gilberto Gil;7oEkUINVIj1Nr3Wnj8tzqr;64;"[ 0.26597378 -0.05674893 -0.00869462  0.0519361   1.0866992   1.7665921
  1.3880808   0.4392608  -0.02516767 -0.24306785 -0.8161077  -0.9276557
 -0.73425573 -1.2622097   0.65158826  0.9075324 ]"
Glenn Fredly;4rUYk0fV0Z4pOtwVbEAyK9;64;"[ 0.7773978   0.56897193  0.1415391   0.72910345  0.5115651   0.6278625
  0.8645982   0.295195    0.17715831  0.3617204  -0.30874714 -0.5451534
  0.49105078 -0.62942475  0.4830817  -0.5344086 ]"
Gloria Gaynor;6V6WCgi7waF55bJmylC4H5;64;"[-1.9178098   2.0025365  -1.5263401  -4.015712   -0.7213143   2.2130337
 -1.1067454   0.2735528  -0.41066337 -1.4109535  -1.4143751   2.5709047
  1.4666678   1.4036958   2.9021158   0.95304537]"
Gnarls Barkley;5SbkVQYYzlw1kte75QIabH;64;"[-1.036648   -0.76957005 -1.0737917  -2.7363656   0.49873793 -0.8878632
 -1.5048686  -0.47528592 -0.7010423   1.1425334  -0.7895723   0.58204144
 -0.15597202  1.5584542   1.381497   -0.10698067]"
gnash;3iri9nBFs9e4wN7PLIetAw;64;"[ 1.0671846  -1.7083346   1.5272408   1.1475103  -2.7179985  -2.1120088
 -0.733411   -0.4646972   0.79968584  1.0191468  -0.5260987   0.27866426
  0.5201459   1.9104985   0.78731745 -3.0642726 ]"
Gorgon City;4VNQWV2y1E97Eqo2D5UTjx;64;"[-0.06804982 -1.5800956   2.574766    1.8642712   0.7974804   1.1980325
  1.4680922   0.45919463 -1.2792746  -0.3777955  -3.4247327   0.4806268
 -0.9267897   1.9173974  -2.27494     0.20497712]"
Grover Washington, Jr.;05YVYeV4HxYp5rrWalvuE1;64;"[-0.5879893   1.2514141  -1.2829467  -1.7001092   0.22359134  2.737942
 -0.3676911   0.311541    0.6719947  -1.2189345  -1.3655776   0.463566
 -0.35738578 -0.26124373  2.748296    1.1924243 ]"
Grupo 5;0l8RtvcBMjeOqfgRSVo2d6;64;"[-0.06497345  0.50002974  0.8501716  -0.197903    0.1944195   0.26847154
  1.7842213   0.2092787  -0.16884595  0.5347463   0.10954524 -0.6021285
  0.4285855  -0.9407631  -0.17602655  0.57131636]"
Grupo Codiciado;4aWhlVjiUjYHpVWBPP8AFc;64;"[-0.33812523  1.8350173   1.0314603   1.2819431   1.1004224   0.5942403
  3.845279    0.52549833  0.08581369 -1.0306898   2.2516048  -1.8702478
 -1.7093676  -2.813351    0.73258805  0.4640638 ]"
Gülşen;1F2v33FQTavJyaD7ZsyhdA;64;"[ 0.16979714  0.11535802  0.35207197  0.46596712  0.9744893   0.8452161
  1.1977997   0.29526365 -0.301544   -0.01675045 -0.5337162  -0.5865077
 -0.10818368 -0.34588557 -0.14858703  0.23740442]"
Halestorm;6om12Ev5ppgoMy3OYSoech;64;"[ 1.636981    1.8036207  -1.70895     2.3022149   3.2830439  -1.5945892
 -0.83210623  0.25729445  0.94488686  2.2926593   3.9124136   0.46874508
 -0.69204     3.1800644   0.314915    0.18622214]"
Her's;77mJc3M7ZT5oOVM7gNdXim;64;"[ 0.5529302  -0.6449837  -0.29354486  0.2870584   0.41401315  1.0964152
  0.47318235  0.27478144  0.44823882 -0.48832858 -0.18457755 -0.6853047
 -0.6893307  -0.79561734 -0.26011154 -0.03125505]"
Hillsong Young & Free;7m4gF38CPATtHrk5HS42WZ;64;"[-0.4136883  1.15957   -1.5348669  1.5894526  4.032354   1.1085571
  0.6085715 -1.1420871  3.7961268  1.0385134 -2.5300963  2.2608688
  3.1394038 -2.3742135 -3.4553819 -5.4423842]"
Hippo Campus;1btWGBz4Uu1HozTwb2Lm8A;64;"[ 1.821691   -4.7576156  -0.05199763 -0.10656769  0.0870309   3.4244988
 -0.6273941   0.9872179   0.26598918 -0.3104006   0.50267357  0.34865043
 -0.97852683 -0.05699836 -1.7322985  -1.3994192 ]"
Hivi!;4ubEZ6sMsrrbQChueyouCC;64;"[ 0.47685698  0.17801249  0.14761955  0.39138106  0.31787395  0.39136073
  0.693328    0.26060516  0.02805312  0.01969901 -0.2057844  -0.3900976
 -0.00899338 -0.4504388   0.21313393 -0.27961656]"
Iggy Pop;33EUXrFKGjpUSGacqEHhU4;64;"[ 0.05139625  0.15357755 -2.0019953  -1.6397389   1.4285722   3.613443
 -1.2938411   1.3019104  -0.36489916 -1.2618577  -0.33870924  0.9536442
 -1.3755739   1.0702116   1.78424     1.9071355 ]"
Irama;5iot8OPcosJN9nCl7I5SdK;64;"[ 0.12811242 -0.09026241  0.32772467  0.1448099   0.10979415  0.09720269
  0.73223746  0.34556478 -0.01140697  0.02509956 -0.16588157 -0.30570436
  0.10764564 -0.3860295  -0.0732175  -0.18206571]"
Irene Cara;3oZa8Xs6IjlIUGLAhVyK4G;64;"[-1.2345483   1.7619286  -1.7495793  -2.4228876   0.72346234  2.5583975
  0.48656332  0.23765866  0.4417902  -1.7311825  -0.7879977   0.9569377
  1.4440649   0.5381362   2.322702    1.5832443 ]"
J HUS;2a0uxJgbvvIRI4GX8pYfcr;64;"[-0.3351374  -0.6197779   0.50348026  0.47365478 -0.0773316  -0.94605625
  1.2586752   0.4710859   0.22666404 -1.3449522   0.04412827 -0.509112
 -0.20113505 -0.35501587 -0.6680514   0.1113424 ]"
J.J. Cale;06nsZ3qSOYZ2hPVIMcr1IN;64;"[ 0.551177    0.03608673 -1.047119   -0.36243087  0.46481794  2.1924691
 -0.52562004  0.9680922   0.6703213  -0.8621868  -0.44199756  0.19272548
 -1.5976211  -0.7194957   1.0087913   0.9309723 ]"
James Brown;7GaxyUddsPok8BuhxN6OUW;64;"[-1.9036455   1.2280124  -0.3929618  -3.1958578   0.01906737  3.1249104
 -2.0969772   0.48655978  0.95025194 -2.4572463  -1.7866427   1.4473388
 -1.1179045  -0.41984585  2.8928406   1.5876653 ]"
James Morrison;3LpLGlgRS1IKPPwElnpW35;64;"[ 1.9325852  -0.31327268 -0.45997748  0.13870639 -0.73134214  1.1243355
 -1.6509956  -0.06103959  0.8420525   1.7966398  -1.4115179  -1.0847726
  0.3784373   0.16570115  1.172507   -1.371065  ]"
Javier Solís;7jerD1mbWgyDukHAmCvdCj;64;"[-0.03235418  1.0491091   0.42195776  0.3375315   0.9965493   1.1405624
  2.0080767   0.43875334 -0.19639772 -0.05375706  0.4924928  -0.88678944
 -0.17738062 -1.5156575   0.62553465  0.70729977]"
Jazmine Sullivan;7gSjFKpVmDgC2MMsnN8CYq;64;"[-0.40720847 -1.7901607  -0.6108917  -0.51424885 -2.351351   -1.1764537
  1.8458239  -2.271668    1.3124968  -0.45287612 -2.3687663  -1.83084
 -1.4067044   0.23950201  0.98336136 -0.691081  ]"
Jermaine Edwards;2wUjzAPBw9nmHPSdyNG87K;64;"[ 0.32553247  0.2636733  -0.3109592   0.35333174  0.9169774   0.79816616
  0.4955652   0.22307567  0.57951534  0.1744894  -0.48469698 -0.16660789
  0.20997833 -0.55595803  0.02807278 -0.61214024]"
John Coltrane;2hGh5VOeeqimQFxqXvfCUf;64;"[-0.07978828  0.23666169 -0.58990556 -0.4663602   0.4368056   2.8036923
 -0.00810596  0.37806866  1.0046841  -0.50868976 -1.9883599  -1.0838388
 -1.1346632  -1.8185315   2.347983    0.02646539]"
Jordin Sparks;2AQjGvtT0pFYfxR3neFcvz;64;"[-0.7755407  -0.37665832 -1.9801539  -2.4244225  -0.8283623  -4.1832075
 -0.32642108 -0.7177872  -1.5469894   2.2271764  -2.2683644  -0.05627633
  1.1103156   0.67769986  0.9461911  -2.263983  ]"
José Madero;62nVRNDLaS8m1p31F6omGw;64;"[ 0.438436    0.06818828  0.28634876  0.13946423  0.26780993  0.6193403
  1.0298861   0.29281023 -0.06310613  0.51122695 -0.10884858 -0.45838967
  0.3472482  -0.559203    0.08608864  0.08469505]"
Josylvio;1wFoE1RwBMWoWkXcFrCgsx;64;"[ 0.01714978  0.20605046  0.13546774  0.06044832  0.0565939   0.10957936
  0.30041313  0.15180501  0.3126708  -0.35809696 -0.14921626 -0.32604268
 -0.19850434 -0.36555156 -0.1297764  -0.03916685]"
Jota Quest;5re6NsyXzHg6uvNimzQ3F6;64;"[ 0.1612078   0.15128821  0.20856446  0.34177625  1.033423    1.1759832
  1.1705221   0.67541647  0.02421006  0.28253043 -0.02112225 -0.8129378
 -0.03567574 -1.03839     0.04576961  0.37240636]"
Jovanotti;7tmMPdOmFvdRvbj2aWoiRi;64;"[ 0.3231392   0.09314524  0.07525989 -0.1219431   0.3999017   0.8174285
  0.71789515  0.37065223  0.07772768  0.27441153 -0.23890525 -0.77624214
 -0.08594646 -0.8433908   0.13284275  0.07916693]"
JT Music;5qvrAlKjc0Sqrqz6v2wBGk;64;"[ 0.24568082  0.26805165  0.20640253  0.1692006   0.5741578   0.1732581
  0.6548317   0.10839769 -0.03017539  0.12141566 -0.10361885 -0.10226594
  0.07855253  0.09902726 -0.01892106 -0.09424024]"
Juelz Santana;6Uh8uJyN9g7oFjDK16nJgb;64;"[-2.0164115  -0.17053325  0.32298264 -1.7788863   0.12708147 -3.7071898
  0.7950566  -1.132433   -0.17048523 -0.2096101   0.16061    -1.0057884
 -1.1366565   0.31341267  0.24582012  1.1152872 ]"
Julio Jaramillo;6HqPNOo6OV9rPbEY7MP9T8;64;"[ 0.2717707   0.6402169   0.0847817  -0.11093595  0.83019143  0.876653
  1.4809781   0.5296352  -0.12204756  0.21639642  0.399247   -0.5555454
 -0.04923047 -1.1543653   0.37923953  0.9541604 ]"
Justin Hurwitz;2snm3HmsnDUDxbIChdl2Oj;64;"[ 0.9853764  -1.0243882  -0.78790134  0.9609325   1.1233288   2.6442003
 -0.29549444  0.56721705  1.2728329   0.32526368 -1.0196071  -1.5948005
  0.00680714 -1.1424308   1.394848   -1.7265409 ]"
Kaaris;1ntQKIMIgESKpKoNXVBvQg;64;"[ 0.26297724 -0.18194693  0.13089967  0.26956362  0.40910354  0.4420653
  0.68485457  0.28124848  0.28501105 -0.27466822  0.04881789 -0.47587568
 -0.24362054 -0.4923829   0.10851461  0.16583295]"
