name;id;popularity;embedding
OneRepublic;5Pwc4xIPtQLFEnJriah9YJ;84;"[ 0.4988568  -0.5422523   1.3442894  -0.2867827  -0.764795   -1.7114561
 -2.4135954  -0.29519558 -1.1424013   1.6234387  -0.76109105  0.5097974
  1.0129303   2.9765775  -0.01089738 -2.1553798 ]"
Romeo Santos;5lwmRuXgjX8xIwlnauTZIP;84;"[-1.1294547   0.8472487   4.1270847  -1.4816574  -2.171614    0.7684703
  5.3224955   1.0050687  -0.15197895  3.8500285   2.1892292  -1.558993
  1.5367407  -2.6400285  -1.9571435   2.1135504 ]"
Shawn Mendes;7n2wHs1TKAczGzO7Dd2rGr;84;"[ 0.42985937 -0.32014224  1.9313294   0.32351074 -2.480247   -1.6068358
 -0.7869223  -0.9886338  -0.8070797   0.61656564 -0.09858067  0.76425433
  0.94434184  2.3523302   0.5475863  -3.3501968 ]"
Snoop Dogg;7hJcb9fa4alzcOq3EaNPoG;84;"[-2.4182587  -0.7141053   0.808448   -2.210195   -0.6312368  -4.719772
 -1.6981909  -1.2641448  -0.2710089  -0.51205605 -0.07331437 -0.35942203
 -1.1083612   1.7859533  -0.10245395 -0.5863537 ]"
The Neighbourhood;77SW9BnxLY8rJ0RciFqkHh;84;"[ 1.1017659  -3.4289665   0.1476021  -0.7719976  -0.17655261  0.33397543
 -1.9452224  -1.0795877  -0.3237712   1.139198    1.0808624  -0.19072965
 -0.3889679   2.1441991  -1.0753115  -2.625087  ]"
YoungBoy Never Broke Again;7wlFDEWiM5OoIAt8RSli8b;84;"[-1.3345286  -1.0426624  -0.15004513 -0.16237393 -1.2593089  -2.4538877
  0.52776515  2.0209024   1.5425643  -3.0174975   1.7869439  -0.9039887
 -0.38581258 -1.6174365  -1.8758049  -0.50738025]"
A$AP Rocky;13ubrt8QOOCPljQ2FL1Kca;83;"[-2.6716127  -1.9865917   1.233569   -1.0835134  -1.5679879  -4.4378896
 -1.7633197  -0.37470528  2.127159   -1.3568219   0.8620083  -0.34532693
 -0.9508949   1.82708    -2.6761432  -1.2629067 ]"
Anirudh Ravichander;4zCH9qm4R2DADamUHMCa6O;83;"[ 1.4122543   0.9337441  -1.597952    1.9439828   3.9583182  -0.76668686
  2.137593    1.4113     -1.3840356  -2.662823   -2.4068527  -2.3012433
  0.10586522 -3.355232   -0.01141929  0.6205373 ]"
Bebe Rexha;64M6ah0SkkRsnPGtGiRAbb;83;"[ 0.70954037  0.1698911   2.2138486   1.1351271  -2.1540425  -2.3458505
 -0.00563464 -0.7495707  -0.8983889  -0.84137326 -0.717778    2.1449542
  0.45392618  1.5460528  -0.95276135 -2.744056  ]"
Brent Faiyaz;3tlXnStJ1fFhdScmQeLpuG;83;"[-0.18235417 -2.2181263  -0.63755774  0.79846305 -0.85437113 -0.6928096
  1.788679    0.45471305  1.3149034  -1.5445668  -0.60844207 -1.0035988
 -0.8766259  -0.4644355  -0.37147596 -0.42791292]"
Charlie Puth;6VuMaDnrHyPL1p4EHjYLi7;83;"[ 0.64514697 -0.48953474  2.1868517   0.2827694  -2.4795337  -2.2672825
 -0.30235285 -1.0448227  -0.78649586  0.23895226  0.22801092  0.9933962
  1.4715977   2.429283    0.12252291 -2.6451328 ]"
Gorillaz;3AA28KZvwAUcZuOKwyblJQ;83;"[ 0.33590972 -2.843684   -1.0140955  -1.7943347   1.4337395   0.27633873
 -1.7459514  -0.6268502   0.13916287  0.4669679   1.4789842   0.62763834
 -0.73151696  2.5711813  -0.5104286   0.5282978 ]"
Halsey;26VFTg2z8YR0cCuwLzESi2;83;"[ 1.2002852  -2.2639232   1.4453688   1.0226177  -1.6764487  -1.6914403
 -0.19812337 -0.6429581  -0.6396581   0.14900777  0.18838702  1.6293303
  0.5094257   2.8193846  -0.603593   -2.8733654 ]"
Joji;3MZsBdqDrRTJihTHQrO6Dq;83;"[ 0.09431075 -0.65540755  0.24209115  0.26893842  0.01261014  0.43772998
  0.3911013   0.49619126  0.36932433 -0.50107926 -0.03865252 -0.57180613
 -0.2914325  -0.2204188  -0.36018232 -0.44214162]"
Lewis Capaldi;4GNC7GD6oZMSxPGyXy4MNB;83;"[ 1.857117   -1.1153718   0.21593161  1.2063017  -1.2058234   0.49958387
 -0.13266413  0.7611571   0.63721794  0.32148877 -0.8430668   0.0238216
  0.80793536 -0.36790428  0.36704528 -2.1965566 ]"
Lil Durk;3hcs9uc56yIGFCSy9leWe7;83;"[-2.486242   -0.70803356  1.3363793  -0.25369263 -2.0540812  -3.7925746
  0.552756    0.19957009  2.4972646  -2.1821787   1.3048841  -0.7841253
 -1.2330686  -1.0529263  -1.8776356  -1.3078846 ]"
Luis Miguel;2nszmSgqreHSdJA3zWPyrW;83;"[-0.35200688  2.015863    2.168754   -0.5348535   0.7883475   3.0434322
  5.3377333   0.8261096  -0.69289404  2.281013    1.4625762  -2.1113868
  0.9105341  -3.8283405   1.3650987   2.1718934 ]"
Marília Mendonça;1yR65psqiazQpeM79CcGh8;83;"[ 0.1652535   0.9844969   0.87942374  0.59081894  1.1426033   1.5548573
  3.189606    1.3454387  -0.45126185  0.56063616  0.14262666 -0.96603453
  0.84012926 -2.3159504  -0.20534886  1.0438833 ]"
Michael Jackson;3fMbdgg4jU18AjLCKBhRSm;83;"[-1.4843102   1.111181   -0.9842473  -3.4895728  -0.9515112   0.9013665
 -2.189117   -1.0099155   0.04813338 -0.7063629  -1.7325982   1.8676531
  1.0121769   3.4203444   2.4895904   0.9767104 ]"
Morat;5C4PDR4LnhZTbVnKWXuDKD;83;"[ 0.6537371   0.3077581   2.334163    0.59738773  0.21428417  1.0001284
  4.128183    0.6680012  -0.7106741   2.1971653   0.61114013 -1.0464772
  1.2203436  -1.9592654  -0.8492048   0.8482365 ]"
P!nk;1KCSPY1glIKqW2TotWuXOR;83;"[ 0.44103587  0.30996966 -0.7430701  -1.8126196  -0.9564092  -2.1570559
 -1.526626   -1.157171   -2.4882383   1.8416898  -0.9058233   0.526693
  0.7801081   2.34114     0.9550701  -2.1572578 ]"
Pitbull;0TnOYISbd1XYRBk9myaseg;83;"[-1.67036     0.5625618   2.285426   -2.0155694  -1.1594261  -1.9219352
  0.81410223 -0.7336112  -1.945217    2.3694403  -0.3232931   0.08821598
  0.97944987  1.5242594  -1.4405267  -0.23448111]"
Playboi Carti;699OTQXzgjhIYAHMy9RyPD;83;"[-2.3554502  -1.9504576   0.50233257 -0.8028256  -2.458189   -4.5881667
 -0.55699223  1.7651154   2.054947   -4.612839    2.2192802  -0.92921215
  1.6941816   0.04103171 -2.4666593  -1.6344645 ]"
Red Hot Chili Peppers;0L8ExT028jH3ddEcZwqJJ5;83;"[ 1.4969795  -1.1256919  -1.3094909  -2.2224562   0.493283   -0.42698044
 -3.9415247  -0.40629286  0.2996878   1.051527    1.72638     2.6486404
 -0.37715533  3.5943048   1.0333424   0.929932  ]"
TINI;7vXDAI8JwjW531ouMGbfcp;83;"[ 0.22642386  0.27401403  0.62656844 -0.01091319  0.0939915   0.275163
  1.3259745   0.4890083  -0.04159855  0.3346678   0.16142967 -0.46057707
  0.28498572 -0.5581539  -0.03634556  0.28132918]"
Trippie Redd;6Xgp2XMz1fhVYe7i6yNAax;83;"[-1.7837226  -0.97557616  0.5267049   0.22061685 -1.9317181  -3.2945914
  1.0777198   1.7922318   1.8704776  -3.6925056   2.1116734  -1.6341771
  0.4650402  -1.3043323  -1.8268278  -1.1423837 ]"
TWICE;7n2Ycct7Beij7Dj7meI4X0;83;"[ 0.54726505  0.09572284 -0.26094905  1.1812538   0.7497923   0.47825813
  1.4489871   0.7381577  -0.04340339  0.06798933  0.24920268 -0.17189388
  0.39065063 -0.5077254   0.04044943 -0.8716374 ]"
Wiz Khalifa;137W8MRPWKqSmrBGDBFSop;83;"[-2.6402216  -0.5857826   1.3794646  -1.0538547  -1.8749969  -4.676757
 -2.177691   -0.26411617  0.8384666  -0.24838097  0.68121064 -0.19709522
 -0.45270076  2.562174   -1.8231738  -2.0874348 ]"
A Boogie Wit da Hoodie;31W5EY0aAly4Qieq6OFu6I;82;"[-2.4695735e+00 -1.8990339e+00  1.0889637e+00 -1.0280172e+00
 -2.9127471e+00 -4.8723474e+00 -7.4011791e-01  9.3324602e-01
  2.4882779e+00 -3.6024058e+00  2.1087396e+00 -1.1640737e-03
  2.1574156e+00  7.8689140e-01 -2.3112411e+00 -2.3139472e+00]"
AC/DC;711MCceyCBcFnzjGY4Q7Un;82;"[-1.1341664   2.3525174  -2.459901   -2.4809995  -0.8444922   1.0350667
 -3.03396     1.679726    0.24331683 -0.65719974  2.2180183   3.893629
 -0.15220103  5.143311    2.0158088   1.5433915 ]"
Avicii;1vCWHaC5f2uS3yhpwWbIA6;82;"[-0.49391    -0.37817937  2.3462622   0.22799134  0.2397683  -0.97794145
 -1.3329469  -0.42440045 -1.3531752   0.93191767 -1.9986968   0.7400883
  0.61345685  3.6558695  -1.6385441  -0.96840596]"
Camila Cabello;4nDoRrQiYLoBzwC5BhVJzF;82;"[ 0.6743603  -1.2013522   0.96693563  0.56393135 -3.3273263  -2.5340207
  1.2634227   0.21629794 -1.2491889  -1.6414262   0.38219485  0.52814794
  1.7169323   1.089974   -0.9294814  -2.9427361 ]"
Christian Nodal;0XwVARXT135rw8lyw1EeWP;82;"[-0.57521784  2.436971    2.0254397   1.0636665  -0.27300704  0.5483324
  5.870794    0.02220099 -0.4592267  -0.31911793  3.7239687  -2.7955935
 -1.8889343  -4.1507645   1.7252185   0.25608456]"
Cigarettes After Sex;1QAJqy2dA3ihHBFIHRphZj;82;"[ 1.6626636  -3.0347753  -0.7154052   0.4512016  -0.07797918  2.3338032
 -0.2695451   0.6524116   0.5124103  -0.21075772 -0.4245803  -1.2368754
 -1.739769   -0.5525008  -0.35737845 -0.6225276 ]"
DaBaby;4r63FhuTkUYltbVAg5TQnk;82;"[-0.10758299 -0.01139617  0.24172698  0.06188758  0.3035815  -0.25052574
  0.47932965  0.2149616   0.15689473 -0.32951784  0.25457126 -0.32809287
 -0.2784956  -0.27476835 -0.39843023 -0.00702874]"
Daft Punk;4tZwfgrHOc3mvqYlEYSvVi;82;"[-0.97487366 -0.5577458   0.2848086  -1.3656983   1.3253807   0.6888719
 -1.248799   -1.3751769  -1.1693723   0.6554783  -1.4849274  -0.03361718
 -0.91735554  3.1229544  -0.959203    0.18075143]"
Daniel Caesar;20wkVLutqVOYrc0kxFs7rA;82;"[ 0.72724473 -4.5508285  -1.6392719   0.710353   -3.3377047  -0.9645336
  1.4058324   0.80712783  2.1153386  -1.1893482  -0.66495985 -0.99870306
 -1.5790336  -0.02697106 -0.5362705  -1.8712617 ]"
Don Omar;33ScadVnbm2X8kkUqOkC6Z;82;"[-1.5201601   0.8539721   3.595254   -2.751431   -1.6231222  -1.2144779
  2.986887    0.1635454  -1.3089846   3.182302    0.99963087 -0.9311863
  1.5722467  -1.1972315  -2.6828983   2.41663   ]"
Ellie Goulding;0X2BH1fck6amBIoJhDVmmJ;82;"[ 0.3427918  -0.17783219  1.3399236  -0.1982259  -1.2361113  -0.73761606
 -1.6941283  -1.4063975  -1.3914512   1.5863665  -1.8981783   0.04312913
 -0.02385779  3.2728798  -0.8938948  -2.0641396 ]"
Fleetwood Mac;08GQAI4eElDnROBrJRGE0X;82;"[ 0.06060372  0.6262352  -2.4883587  -3.6460922  -2.1879165   3.3833587
 -3.3650181   1.4593027  -0.106916    0.02430243 -0.22381938  3.0717847
 -0.5947991   3.1448162   2.3172202   1.0103526 ]"
Henrique & Juliano;3p7PcrEHaaKLJnPUGOtRlT;82;"[ 0.36525744  1.8158584   1.1500721   0.8533525   1.5188786   1.6392616
  4.1245737   1.1134386  -0.3865685   0.91612905  0.47596493 -1.8539708
  0.7990261  -3.6811337  -0.47399205  1.1902472 ]"
Jorge & Mateus;1elUiq4X7pxej6FRlrEzjM;82;"[ 0.16568625  1.4410126   1.1293532   0.7958112   1.9895873   1.6710546
  4.1857057   1.3152274  -0.3581207   1.0269507   0.16720276 -2.2204313
  0.64447486 -3.3787746  -0.25581044  1.9259031 ]"
Kodak Black;46SHBwWsqBkxI7EeeBEQG7;82;"[-2.6995106 -1.6413988  0.8451427 -0.9283983 -2.9136891 -4.6636233
 -1.2534026  1.2596976  1.9992847 -3.6604154  1.7144337 -0.6728285
  1.1496259  1.0623518 -2.3863437 -1.974131 ]"
Miguel;360IAlyVv4PCEVjgyMZrxK;82;"[-0.8530004 -2.3128874 -1.0059497 -0.6271251 -3.2646306 -2.5408666
  0.3630543 -1.1243179  2.0311935  0.2152155 -1.6270075 -0.3938569
 -0.9994523  1.8631966 -1.1312578 -1.432186 ]"
Nengo Flow;12vb80Km0Ew53ABfJOepVz;82;"[-3.6401215e-01  1.9999872e-01  1.7712517e+00 -4.4444117e-01
 -2.7818687e-03  3.7322053e-01  3.8579159e+00  1.6472627e+00
 -2.7413788e-01  1.2013125e+00  9.0796947e-01 -1.2790248e+00
  1.5799322e+00 -2.4371064e+00 -1.5929490e+00  1.0953970e+00]"
Nirvana;6olE6TJLqED3rqDCT0FyPh;82;"[ 1.7946521  -0.93957645 -2.6232738  -1.8149058   1.3410006  -0.5154893
 -3.1735244  -0.50935704  1.178173    0.77762306  2.9391131   2.426107
  0.08320473  4.4595437   1.9628212   2.0444417 ]"
Rels B;2IMZYfNi21MGqxopj9fWx8;82;"[-0.3336124   0.17414524  0.45690376  0.09520816  0.32112885  0.00231292
  1.3721324   0.56476116  0.35249418 -0.4956522   0.24366097 -0.58009166
 -0.18082492 -1.015493   -0.28515384  0.44970027]"
Sech;2cquAhD0Pl4KGCODyGHmq0;82;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Steve Lacy;57vWImR43h4CaDao012Ofp;82;"[-0.03562482 -2.5382104  -1.015522    0.1747384   0.11712246  0.5718495
  0.70051324  0.79842454  1.2980587  -1.6942123   0.17912479 -1.4678007
 -2.0414796  -0.642229   -0.48799756  0.4987997 ]"
Ty Dolla $ign;7c0XG5cIJTrrAgEC3ULPiq;82;"[-2.8920767  -1.2138842   1.1662625  -0.5363253  -2.4937088  -4.876435
 -0.47594434 -0.25911355  2.107348   -1.530179    0.25187603  0.45699584
 -0.23483454  1.6128647  -2.5339606  -2.1684268 ]"
Yandel;0eHQ9o50hj6ZDNBt6Ys1sD;82;"[-1.0551136   0.09992412  4.755456   -2.2589376  -2.8731284  -0.09380327
  5.086748    1.8035609  -0.53986233  3.1911209   1.630908   -1.1155491
  2.686801   -2.0333955  -3.1766663   3.4640412 ]"
Måneskin;0lAWpj5szCSwM4rUMHYmrr;81;"[ 0.29325312 -0.21050344  0.13685435  0.0454805   0.5505196   0.17666711
  0.6578872   0.36892137  0.04254587  0.06600577  0.24036987 -0.17412415
 -0.12733893 -0.28086498 -0.18536511  0.2595763 ]"
2Pac;1ZwdS5xdxEREPySFridCfh;81;"[-2.0865955  -0.8325319   1.1166496  -2.0484495  -0.31775436 -3.9772863
 -1.1738976  -2.219689    0.37154478 -1.8169479   0.7794125  -1.1430231
 -1.6916701   2.3586655   1.6595099   1.3799862 ]"
A.R. Rahman;1mYsTxnqsietFxj1OgoGbG;81;"[ 1.5394554   1.0803859  -2.0198777   1.5691388   5.393128   -2.8288164
  1.5559869   0.5942957  -3.9799433  -2.9962227  -4.7623606  -3.0035496
  2.2509236  -3.2456803  -0.38618544 -0.8691312 ]"
ABBA;0LcJLqbBmaGUft1e9Mm8HV;81;"[-0.90497303  2.1242435  -0.9328851  -3.0003881  -0.406457    2.3311179
 -2.069101    0.6700127  -0.29862964 -1.1605439  -1.0149763   2.9522643
  1.1072154   2.1755354   2.669084    1.2839812 ]"
Akon;0z4gvV4rjIZ9wHck67ucSV;81;"[-1.6965168  -0.7035136  -0.68229496 -1.6818863  -0.11720667 -5.690591
 -0.44302672 -0.4143411  -0.8861014   0.79285294 -1.4045628   0.32821983
 -0.24224813  0.8025984   0.31806397 -1.1698968 ]"
Alan Walker;7vk5e3vY1uw9plTHJAMwjN;81;"[ 0.24033931 -0.90753883  2.8658473   2.3230336   0.29872414 -1.0309111
  0.9815541  -0.37476045 -0.5506834  -0.23194404 -1.4005587   2.1916857
  0.07371292  2.6819248  -0.3541277  -1.3422008 ]"
Ava Max;4npEfmQ6YuiwW1GpUmaq3F;81;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Becky G;4obzFoKoKRHIphyHzJ35G3;81;"[-1.0897777   0.82278824  3.1528952  -0.8577134  -1.741888   -0.63654166
  1.9329995  -0.73665136 -1.6301649   2.6380649  -0.01179446 -0.66635793
  1.5282743   0.4631201  -2.0236745  -1.4538983 ]"
Britney Spears;26dSoYclwsYLMAKD3tpOr4;81;"[-0.8840947  -0.7704978  -0.56642723 -2.5646567  -0.20470352 -3.2660768
 -0.44044688 -1.9287093  -2.0066338   1.1776083  -1.5537593   1.2389239
  0.66582793  1.9309808   1.2234585  -1.6202569 ]"
Cardi B;4kYSro6naA4h99UJvo89HB;81;"[-2.1339352  -1.9137251   0.86519355 -0.67119694 -2.5381174  -3.623724
  0.72038275  0.8924521   1.2967479  -3.2898352   1.7492129  -0.7564931
  1.8113898   0.6990588  -1.5903482  -1.4521203 ]"
Cartel De Santa;07PdYoE4jVRF6Ut40GgVSP;81;"[-0.49521396  1.0537336   0.8697315  -0.09019288  0.42309257  0.08978278
  2.8306575   0.5516779  -0.14596476  0.46841246  1.2505186  -1.1645383
 -0.20165008 -1.9564561   0.06876798  1.3758156 ]"
Dr. Dre;6DPYiyq5kWVQS4RGwxzPC7;81;"[-2.294704   -1.2060775   1.3550262  -1.5072379   0.45910716 -5.2437286
 -1.4934247  -1.4067434   0.6734888  -1.1775895   1.0024616  -0.9472259
 -1.4129556   2.2160325  -0.0447016   0.8422702 ]"
Fall Out Boy;4UXqAaa6dQYAk18Lv7PEgX;81;"[ 0.47076765 -0.881069   -0.44925788 -0.9813662   0.99039865 -2.273482
 -2.420977   -0.8442465  -0.8801292   2.394205    1.9847686   2.2015727
  0.5666361   3.7639782   0.53189206 -2.1119905 ]"
Grupo Firme;7DicScso20Bic7AwWBgRGd;81;"[-0.08401627  0.57213223  0.35032475  0.27541378  0.24334773  0.3388309
  1.2155044   0.06334428 -0.08256079 -0.08563837  0.59331006 -0.62602776
 -0.40588254 -1.0491593   0.409337    0.30605203]"
Hozier;2FXC3k01G6Gw61bmprjgqS;81;"[ 1.4544913  -2.1063166   0.48556885 -1.0989422  -1.8966557   0.79271245
 -3.6673417  -0.15731543  0.03957704  2.5203476  -0.38638145 -0.27146977
 -0.58579105  2.1869843  -0.26950085 -2.3330126 ]"
James Arthur;4IWBUUAFIplrNtaOHcJPRM;81;"[ 1.6744955  -1.1200985   1.8104353   1.0323192  -2.7507572  -2.037202
 -1.4418837   0.18067323  0.04412055  0.6631612  -0.09399302 -0.05674585
  1.305209    1.4314939   1.3056755  -2.983338  ]"
Jul;3IW7ScrzXmPvZhB27hmfgy;81;"[-0.02097917 -0.38031122  0.42203587  0.3716986   0.29576474  0.08337989
  0.9973455   0.37155864  0.11422901 -0.301733   -0.26292425 -0.44106275
 -0.41604444 -0.24127989 -0.34418452  0.1149362 ]"
Justin Quiles;14zUHaJZo1mnYtn6IBRaRP;81;"[-0.4265561   0.5375827   2.7850943  -1.4159127  -0.6410587  -0.03965154
  5.0757456   1.8933102  -0.35867336  2.9868302   1.3669349  -1.4775611
  2.4046497  -2.9591024  -2.4708698   2.7909324 ]"
Kid Cudi;0fA0VVWsXO9YnASrzqfmYu;81;"[-2.029713   -2.3376257   0.58436835 -1.390004   -1.0592968  -3.5509791
 -1.7728062   0.02262982  0.3846226  -0.867048    0.02608693  0.28518584
 -0.6189303   2.4572697  -2.1531558  -1.1156332 ]"
Labrinth;2feDdbD5araYcm6JhFHHw7;81;"[ 1.3845096  -1.1679775   0.8013488   0.9200565  -2.1790743  -0.7124234
 -1.5908246   0.07186998  0.7581439   1.3809733  -1.8971412  -1.3196146
  0.51051736  1.4869518   0.8744598  -2.2127905 ]"
Mac Demarco;3Sz7ZnJQBIHsXLUSo0OQtM;81;"[ 7.9266977e-01 -5.0618925e+00 -1.4844377e+00 -1.6793988e+00
  5.4565781e-01  2.9923205e+00 -9.1014677e-01  1.3488223e-01
  3.5918576e-01 -1.1508902e+00  3.7063223e-01 -7.4064255e-01
 -3.2225242e+00 -5.1277930e-01 -1.5263021e+00 -4.6957708e-03]"
Marca Registrada;33z3dodBumcusMi3hfmzyR;81;"[ 0.04119195  0.49339944  0.2996221   0.5138662   0.5629724   0.47673285
  1.5047288   0.14358634  0.03100121 -0.17218873  0.46264392 -0.753084
 -0.48940772 -1.0815759   0.25185964  0.3277339 ]"
Meghan Trainor;6JL8zeS1NmiOftqZTRgdTz;81;"[-0.2147509   1.1882901   1.6461188  -0.75811994 -1.5979067  -0.6011915
 -0.9767059  -2.412627   -1.1371638   1.0484229  -0.6800108   0.24553609
  0.79760784  2.1954508   0.35310796 -3.029952  ]"
Nicky Jam;1SupJlEpv7RS2tPNRaHViT;81;"[-1.1185676  -0.17842065  4.4268293  -1.6574872  -2.5540228  -0.35343498
  3.9834068   1.2003217  -0.3126921   3.3515477   1.6507272  -1.3444222
  2.5060222  -1.7984322  -2.7421525   1.6166176 ]"
Pharrell Williams;2RdwBSPQiwcmiDo9kixcl8;81;"[-0.9424356   0.59012794  0.6857389  -1.9535338  -0.17425695 -0.19958489
 -1.4973032  -2.2568154  -0.89229614  0.6569141  -1.4284959  -0.7389356
  0.36016753  2.2027779  -0.38301042 -0.8904885 ]"
Pink Floyd;0k17h0D3J5VfsdmQ1iZtE9;81;"[ 0.22280139  0.7682512  -2.8742192  -2.272998   -0.8676594   2.9918227
 -3.1512628   2.7901096  -0.08614545 -0.15811759  1.88664     2.8650613
 -1.6789407   3.655093    2.3472998   1.9070506 ]"
Quavo;0VRj0yCOv2FXJNP47XQnx5;81;"[-1.4378278  -1.1101456   0.667379   -0.20822163 -0.59340554 -1.9101409
  0.5210117   0.6283284   1.1158192  -2.1524618   1.0986507  -0.72517824
 -0.7316274  -0.45279428 -1.3983061  -0.30731446]"
Sean Paul;3Isy6kedDrgPYoTS1dazA9;81;"[-1.9658494  -0.52148485  0.2524694  -2.3785558  -0.80948114 -4.277813
  0.16897838 -0.63980615 -1.1328515   0.769898   -1.4097474   0.49655938
 -0.2107446   0.9629131  -0.15590332 -0.09243581]"
Sebastian Yatra;07YUOmWljBTXwIseAUd9TW;81;"[-0.31761432 -0.32618126  3.8050692  -0.90046346 -1.8313655   0.5593729
  5.7180853   1.9890178  -0.10882401  2.7701435   1.0763096  -1.9439725
  2.5716639  -3.5672972  -2.4912355   2.3930337 ]"
Shreya Ghoshal;0oOet2f43PA68X5RxKobEy;81;"[ 2.0611744   0.86025417 -1.622974    2.9265175   5.7604327  -1.9992093
  3.171232    1.8648425  -3.308877   -3.873947   -4.2840977  -3.6260772
  1.2218047  -4.0274615  -0.8742972  -0.278926  ]"
Tame Impala;5INjqkS1o8h1imAzPqGZBb;81;"[ 0.694678   -4.6447763  -1.2629546  -1.8477991  -0.1004079   3.0076137
 -1.1845161  -0.30747598 -0.34171903 -0.3125424   0.46730202  0.40077963
 -2.8164313   1.3302131  -1.593342   -0.6293917 ]"
The Black Eyed Peas;1yxSLGMDHlW21z4YXirZDS;81;"[-1.8712445  -0.36785498 -0.47571546 -3.124976   -0.20459072 -3.4686131
 -1.5862472  -0.7132899  -2.1846771   1.3130944  -1.3374475   1.2741814
  0.2984907   1.8183101   0.28593168 -1.7172338 ]"
The Chainsmokers;69GGBxA162lTqCwzJG5jLp;81;"[ 0.07049707 -1.0422198   2.7034044   0.3920085  -1.3762841  -2.0446475
 -0.9760199  -0.8896859  -0.46082303  0.0684922  -0.7121222   2.3328514
  0.3192409   2.7041857  -0.8447955  -2.0674067 ]"
Tory Lanez;2jku7tDXc6XoB6MO2hFuqg;81;"[-2.1834586  -1.4926547   0.98531306 -0.41561866 -3.1427603  -4.283566
  0.26832995 -0.18829194  2.6361096  -1.2022499   0.00559483  0.50465566
 -0.09101966  0.76380277 -2.1189613  -1.9060255 ]"
Twenty One Pilots;3YQKmKGau1PzlVlkL1iodx;81;"[ 0.33697283 -1.7970064   1.3059772  -0.4342191  -0.7709456  -0.6248472
 -2.2166278  -1.125506    0.0574575   1.1541582   1.3470305   1.5499566
  0.244651    3.1596153  -0.06108917 -2.8571362 ]"
Tyga;5LHRHt1k9lMyONurDHEdrp;81;"[-3.6142762  -0.84265524  1.4185795  -1.0620657  -1.3575488  -5.0135407
 -0.9860107  -0.19304237  0.9710917  -0.6201676   0.8207722  -0.53228265
 -1.2868375   1.4871291  -2.2493129  -2.0181925 ]"
Wisin & Yandel;1wZtkThiXbVNtj6hee6dz9;81;"[-1.5556533   0.49660006  4.0990696  -2.181885   -0.87861925 -0.49010366
  5.2577443  -0.18098557 -0.63787895  4.025962    1.5489777  -2.0178487
  1.6503577  -2.0971248  -2.3281167   2.9278545 ]"
Alok;0NGAZxHanS9e0iNHpR8f2W;80;"[ 0.7774485  -1.2982689   2.1596262   1.8669037  -0.28340453  0.09816042
  2.1359398   0.8908796  -1.0189333  -0.5670968  -1.2144328   1.0832525
  0.30918816  0.9298873  -0.8431521  -0.45832166]"
Amitabh Bhattacharya;2fMqTqiTxUDlmcOEPaQSsx;80;"[ 0.5599946   0.32795453 -0.554346    0.77444935  1.7096678   0.04571314
  0.83951586  0.71280634 -0.6188772  -1.0415491  -0.8123576  -0.7521078
  0.09665132 -1.3152366  -0.02489609  0.12186049]"
Banda Sinaloense MS de Sergio Lizárraga;2C6i0I5RiGzDKN9IAF8reh;80;"[-0.9682006   2.8959765   3.4663491   1.6913569  -0.44904113 -0.03804543
  6.5626044  -0.6115552  -1.0617609  -0.18332575  4.7396874  -2.6300964
 -3.0655053  -4.2254777   2.513929   -0.95514077]"
Bob Marley & The Wailers;2QsynagSdAqZj3U9HgDzjD;80;"[ 0.4984834  -0.21102357  0.8586261  -1.7976564  -1.0392338   1.2029306
 -2.9539526   0.39155513  0.31433946 -0.06360041 -1.1043638   1.8824537
 -1.0043259   1.4405886   0.8710262   1.4027667 ]"
Bryson Tiller;2EMAnMvWE2eb56ToJVfCWs;80;"[-2.0935035  -2.209448    0.31284222 -0.29110086 -3.5910087  -4.129776
 -0.20378086  0.23214616  2.9020076  -1.8154284   0.4781485  -0.5608804
  0.16835184  1.6770513  -2.0625365  -2.108717  ]"
Burna Boy;3wcj11K77LjEY1PkEazffa;80;"[-0.21826877 -0.28281185  0.2203      0.25925463 -0.12704173 -0.649645
  1.1209066   0.1201102   0.62157196 -0.75331646 -0.00303675 -0.86769825
 -0.5494708  -0.58467895 -0.39104334  0.15908612]"
Chase Atlantic;7cYEt1pqMgXJdq00hAwVpT;80;"[ 1.0035704  -2.0092916   0.05548955  1.1745967  -0.84683305  0.20558265
  0.7562194   0.6538906   0.6510633   0.20179193  0.15044743  0.13457748
  0.18652739  0.37004682 -0.675943   -1.8423053 ]"
Childish Gambino;73sIBHcqh3Z3NyqHKZ7FOL;80;"[-1.4841768  -3.1088526   0.40328622 -1.125994   -2.3705997  -3.0033898
 -1.2075964  -0.42770538  1.267401   -1.581986    0.30108297 -0.15101351
 -0.37378004  2.198456   -1.9956119  -1.7543656 ]"
Conan Gray;4Uc8Dsxct0oMqx0P6i60ea;80;"[ 1.0014735  -1.1811202  -0.09341799  0.6151881   0.03405601  1.0013525
  0.37495896  0.3580007   0.32282555 -0.02104282 -0.54825    -0.4260125
 -0.36241642 -0.5325113  -0.08645321 -0.84413576]"
