name;id;popularity;genres
Duki;1bAftSH8umNcGZ0uyV7LMg;84;['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']
Elton John;3PhoLpVuITZKcymswpck5b;84;['glam rock', 'mellow gold', 'piano rock', 'rock']
Farruko;329e4yvIujISKGKz1BZZbO;84;['reggaeton', 'trap latino', 'urbano latino']
Gunna;2hlmm7s2ICUX0LVIhVFlZQ;84;['atl hip hop', 'melodic rap', 'rap', 'trap']
Lil Peep;2kCcBybjl3SAtIcwdWpUe3;84;['cloud rap', 'emo rap', 'lgbtq+ hip hop']
Mac Miller;4LLpKhyESsyAXpc4laK94U;84;['hip hop', 'pittsburgh rap', 'rap']
Marshmello;64KEffDW9EtZ1y2vBYgq8T;84;['brostep', 'edm', 'pop', 'progressive electro house']
Metallica;2ye2Wgw4gimLv2eAKyk1NB;84;['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']
NBA Youngboy;5nit4tEonTB3KHl6hWp1OP;84;['baton rouge rap', 'rap']
Olivia Rodrigo;1McMsnEElThX1knmY4oliG;84;['pop']
OneRepublic;5Pwc4xIPtQLFEnJriah9YJ;84;['piano rock', 'pop']
Romeo Santos;5lwmRuXgjX8xIwlnauTZIP;84;['bachata', 'latin hip hop', 'latin pop', 'urbano latino']
Shawn Mendes;7n2wHs1TKAczGzO7Dd2rGr;84;['canadian pop', 'pop', 'viral pop']
Snoop Dogg;7hJcb9fa4alzcOq3EaNPoG;84;['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']
The Neighbourhood;77SW9BnxLY8rJ0RciFqkHh;84;['modern alternative rock', 'modern rock', 'pop', 'pov: indie']
YoungBoy Never Broke Again;7wlFDEWiM5OoIAt8RSli8b;84;['baton rouge rap', 'rap']
A$AP Rocky;13ubrt8QOOCPljQ2FL1Kca;83;['east coast hip hop', 'hip hop', 'rap', 'trap']
Anirudh Ravichander;4zCH9qm4R2DADamUHMCa6O;83;['desi hip hop', 'filmi', 'tamil hip hop']
Bebe Rexha;64M6ah0SkkRsnPGtGiRAbb;83;['dance pop', 'pop']
Brent Faiyaz;3tlXnStJ1fFhdScmQeLpuG;83;['dmv rap', 'r&b', 'rap']
Charlie Puth;6VuMaDnrHyPL1p4EHjYLi7;83;['pop', 'viral pop']
Gorillaz;3AA28KZvwAUcZuOKwyblJQ;83;['alternative hip hop', 'modern rock', 'rock']
Halsey;26VFTg2z8YR0cCuwLzESi2;83;['electropop', 'etherpop', 'indie poptimism', 'pop']
Joji;3MZsBdqDrRTJihTHQrO6Dq;83;['viral pop']
Lewis Capaldi;4GNC7GD6oZMSxPGyXy4MNB;83;['pop', 'uk pop']
Lil Durk;3hcs9uc56yIGFCSy9leWe7;83;['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']
Luis Miguel;2nszmSgqreHSdJA3zWPyrW;83;['bolero', 'latin pop']
Marília Mendonça;1yR65psqiazQpeM79CcGh8;83;['arrocha', 'sertanejo', 'sertanejo universitario']
Michael Jackson;3fMbdgg4jU18AjLCKBhRSm;83;['r&b', 'soul']
Morat;5C4PDR4LnhZTbVnKWXuDKD;83;['colombian pop']
P!nk;1KCSPY1glIKqW2TotWuXOR;83;['dance pop', 'pop']
Pitbull;0TnOYISbd1XYRBk9myaseg;83;['dance pop', 'miami hip hop', 'pop']
Playboi Carti;699OTQXzgjhIYAHMy9RyPD;83;['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']
Red Hot Chili Peppers;0L8ExT028jH3ddEcZwqJJ5;83;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']
TINI;7vXDAI8JwjW531ouMGbfcp;83;['latin pop', 'pop argentino']
Trippie Redd;6Xgp2XMz1fhVYe7i6yNAax;83;['melodic rap', 'rap']
TWICE;7n2Ycct7Beij7Dj7meI4X0;83;['k-pop', 'k-pop girl group', 'pop']
Wiz Khalifa;137W8MRPWKqSmrBGDBFSop;83;['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']
A Boogie Wit da Hoodie;31W5EY0aAly4Qieq6OFu6I;82;['melodic rap', 'rap', 'trap']
AC/DC;711MCceyCBcFnzjGY4Q7Un;82;['australian rock', 'hard rock', 'rock']
Avicii;1vCWHaC5f2uS3yhpwWbIA6;82;['edm', 'pop', 'pop dance']
Camila Cabello;4nDoRrQiYLoBzwC5BhVJzF;82;['dance pop', 'pop']
Christian Nodal;0XwVARXT135rw8lyw1EeWP;82;['mariachi', 'musica mexicana', 'nueva musica mexicana', 'ranchera']
Cigarettes After Sex;1QAJqy2dA3ihHBFIHRphZj;82;['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']
DaBaby;4r63FhuTkUYltbVAg5TQnk;82;['hip hop', 'north carolina hip hop', 'rap']
Daft Punk;4tZwfgrHOc3mvqYlEYSvVi;82;['electro', 'filter house', 'rock']
Daniel Caesar;20wkVLutqVOYrc0kxFs7rA;82;['canadian contemporary r&b']
Don Omar;33ScadVnbm2X8kkUqOkC6Z;82;['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']
Ellie Goulding;0X2BH1fck6amBIoJhDVmmJ;82;['indietronica', 'metropopolis', 'pop', 'uk pop']
Fleetwood Mac;08GQAI4eElDnROBrJRGE0X;82;['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']
Henrique & Juliano;3p7PcrEHaaKLJnPUGOtRlT;82;['arrocha', 'sertanejo', 'sertanejo universitario']
Jorge & Mateus;1elUiq4X7pxej6FRlrEzjM;82;['arrocha', 'sertanejo', 'sertanejo universitario']
Kodak Black;46SHBwWsqBkxI7EeeBEQG7;82;['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']
Miguel;360IAlyVv4PCEVjgyMZrxK;82;['r&b']
Nengo Flow;12vb80Km0Ew53ABfJOepVz;82;['reggaeton', 'trap latino', 'urbano latino']
Nirvana;6olE6TJLqED3rqDCT0FyPh;82;['grunge', 'permanent wave', 'rock']
Rels B;2IMZYfNi21MGqxopj9fWx8;82;['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']
Sech;2cquAhD0Pl4KGCODyGHmq0;82;['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']
Steve Lacy;57vWImR43h4CaDao012Ofp;82;['afrofuturism']
Ty Dolla $ign;7c0XG5cIJTrrAgEC3ULPiq;82;['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']
Yandel;0eHQ9o50hj6ZDNBt6Ys1sD;82;['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']
Måneskin;0lAWpj5szCSwM4rUMHYmrr;81;['indie rock italiano', 'italian pop', 'pop']
2Pac;1ZwdS5xdxEREPySFridCfh;81;['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']
A.R. Rahman;1mYsTxnqsietFxj1OgoGbG;81;['filmi']
ABBA;0LcJLqbBmaGUft1e9Mm8HV;81;['europop', 'swedish pop']
Akon;0z4gvV4rjIZ9wHck67ucSV;81;['dance pop']
Alan Walker;7vk5e3vY1uw9plTHJAMwjN;81;['electro house']
Ava Max;4npEfmQ6YuiwW1GpUmaq3F;81;['pop']
Becky G;4obzFoKoKRHIphyHzJ35G3;81;['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'urbano latino']
Britney Spears;26dSoYclwsYLMAKD3tpOr4;81;['dance pop', 'pop']
Cardi B;4kYSro6naA4h99UJvo89HB;81;['pop', 'rap']
Cartel De Santa;07PdYoE4jVRF6Ut40GgVSP;81;['latin hip hop', 'mexican hip hop', 'nueva musica mexicana']
Dr. Dre;6DPYiyq5kWVQS4RGwxzPC7;81;['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']
Fall Out Boy;4UXqAaa6dQYAk18Lv7PEgX;81;['emo', 'modern rock', 'pop', 'pop punk', 'rock']
Grupo Firme;7DicScso20Bic7AwWBgRGd;81;['musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']
Hozier;2FXC3k01G6Gw61bmprjgqS;81;['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']
James Arthur;4IWBUUAFIplrNtaOHcJPRM;81;['pop', 'talent show', 'uk pop']
Jul;3IW7ScrzXmPvZhB27hmfgy;81;['francoton', 'french hip hop', 'pop urbaine', 'rap marseille']
Justin Quiles;14zUHaJZo1mnYtn6IBRaRP;81;['reggaeton', 'trap latino', 'urbano latino']
Kid Cudi;0fA0VVWsXO9YnASrzqfmYu;81;['hip hop', 'ohio hip hop', 'pop rap', 'rap']
Labrinth;2feDdbD5araYcm6JhFHHw7;81;['indie poptimism', 'pop']
Mac Demarco;3Sz7ZnJQBIHsXLUSo0OQtM;81;['edmonton indie', 'lo-fi indie', 'pov: indie']
Marca Registrada;33z3dodBumcusMi3hfmzyR;81;['corrido', 'norteno', 'nueva musica mexicana', 'sad sierreno']
Meghan Trainor;6JL8zeS1NmiOftqZTRgdTz;81;['hip pop', 'pop']
Nicky Jam;1SupJlEpv7RS2tPNRaHViT;81;['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']
Pharrell Williams;2RdwBSPQiwcmiDo9kixcl8;81;['dance pop', 'pop']
Pink Floyd;0k17h0D3J5VfsdmQ1iZtE9;81;['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']
Quavo;0VRj0yCOv2FXJNP47XQnx5;81;['atl hip hop', 'melodic rap', 'rap', 'trap']
Sean Paul;3Isy6kedDrgPYoTS1dazA9;81;['dance pop', 'dancehall', 'pop', 'pop rap']
Sebastian Yatra;07YUOmWljBTXwIseAUd9TW;81;['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']
Shreya Ghoshal;0oOet2f43PA68X5RxKobEy;81;['desi pop', 'filmi', 'modern bollywood']
Tame Impala;5INjqkS1o8h1imAzPqGZBb;81;['australian psych', 'modern rock', 'neo-psychedelic', 'rock']
The Black Eyed Peas;1yxSLGMDHlW21z4YXirZDS;81;['dance pop', 'pop', 'pop rap']
The Chainsmokers;69GGBxA162lTqCwzJG5jLp;81;['electropop', 'pop', 'tropical house']
Tory Lanez;2jku7tDXc6XoB6MO2hFuqg;81;['canadian hip hop', 'canadian trap', 'melodic rap', 'r&b', 'rap', 'toronto rap', 'trap']
Twenty One Pilots;3YQKmKGau1PzlVlkL1iodx;81;['modern rock', 'pop', 'pov: indie', 'rock']
Tyga;5LHRHt1k9lMyONurDHEdrp;81;['hip hop', 'pop rap', 'rap', 'trap']
Wisin & Yandel;1wZtkThiXbVNtj6hee6dz9;81;['electro latino', 'reggaeton', 'trap latino', 'urbano latino']
Alok;0NGAZxHanS9e0iNHpR8f2W;80;['electro house', 'pop nacional', 'sertanejo universitario', 'slap house']
Amitabh Bhattacharya;2fMqTqiTxUDlmcOEPaQSsx;80;['modern bollywood']
Banda Sinaloense MS de Sergio Lizárraga;2C6i0I5RiGzDKN9IAF8reh;80;['banda', 'musica mexicana', 'norteno']
Bob Marley & The Wailers;2QsynagSdAqZj3U9HgDzjD;80;['reggae', 'roots reggae']
Bryson Tiller;2EMAnMvWE2eb56ToJVfCWs;80;['kentucky hip hop', 'r&b', 'rap']
Burna Boy;3wcj11K77LjEY1PkEazffa;80;['afrobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']
Chase Atlantic;7cYEt1pqMgXJdq00hAwVpT;80;['alternative r&b']
Childish Gambino;73sIBHcqh3Z3NyqHKZ7FOL;80;['atl hip hop', 'hip hop', 'rap']
Conan Gray;4Uc8Dsxct0oMqx0P6i60ea;80;['bedroom pop', 'pop', 'pov: indie']
Creedence Clearwater Revival;3IYUhFvPQItj6xySrBmZkd;80;['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']
Demi Lovato;6S2OmqARrzebs0tKUEyXyp;80;['pop', 'post-teen pop']
Green Day;7oPftvlwr6VrsViSDV7fJY;80;['modern rock', 'permanent wave', 'punk', 'rock']
Guns N' Roses;3qm84nBOXUEQ2vnTfUTTFC;80;['glam metal', 'hard rock', 'rock']
Gusttavo Lima;7MiDcPa6UiV3In7lIM71IN;80;['arrocha', 'sertanejo', 'sertanejo universitario']
Jack Harlow;2LIk90788K0zvyj2JJVwkJ;80;['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']
Justin Timberlake;31TPClRtHm23RisEBtV3X7;80;['dance pop', 'pop']
Kygo;23fqKkggKUBHNkbKtXEls4;80;['edm', 'pop', 'pop dance', 'tropical house']
Paramore;74XFHRwlV6OrjEM0A2NCMF;80;['candy pop', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']
Phoebe Bridgers;1r1uxoy19fzMxunt3ONAkG;80;['indie pop', 'la indie', 'pov: indie']
Radiohead;4Z8W4fKeB5YxbusRsdQVPb;80;['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']
Rammstein;6wWVKhxIU2cEi0K81v7HvP;80;['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']
RAYE;5KKpBU5eC2tJDzf0wmlRp2;80;['uk contemporary r&b', 'uk pop']
Robin Schulz;3t5xRXzsuZmMDkQzgOX35S;80;['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']
Sabrina Carpenter;74KM79TiuVKeVCqs8QtB0B;80;['pop']
Sfera Ebbasta;23TFHmajVfBtlRx5MXqgoz;80;['italian hip hop', 'italian pop', 'trap italiana', 'trap latino']
Sidhu Moose Wala;4PULA4EFzYTrxYvOVlwpiQ;80;['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop']
System Of A Down;5eAWCfyUhZtHHtBdNk56l1;80;['alternative metal', 'nu metal', 'rap metal', 'rock']
Tanishk Bagchi;4f7KfxeHq9BiylGmyXepGt;80;['desi pop', 'filmi', 'modern bollywood']
The 1975;3mIj9lX2MWuHmhNCA7LSCW;80;['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']
TV Girl;0Y6dVaC9DZtPNH4591M42W;80;['pov: indie']
Usher;23zg3TcAtWQy7J6upgbUnj;80;['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']
5 Seconds of Summer;5Rl15oVamLq7FbSb0NNBNy;79;['boy band', 'pop']
Alfredo Olivas;5xYNmNkaWRqu3e5F4UXME8;79;['banda', 'corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sad sierreno', 'sierreno']
Alka Yagnik;3gBKY0y3dFFVRqicLnVZYz;79;['filmi', 'hare krishna', 'modern bollywood']
Anderson .Paak;3jK9MiCrA42lLAdMGUZpwa;79;['escape room', 'hip hop', 'indie soul', 'neo soul']
Anitta;7FNnA9vBm6EKceENgCGRMb;79;['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']
Anne-Marie;1zNqDE7qDGCsyzJwohVaoX;79;['hel', 'pop']
Bon Jovi;58lV9VcRSjABbAbfWS6skp;79;['glam metal', 'rock']
Chris Stapleton;4YLtscXsxbVgi031ovDDdh;79;['contemporary country', 'outlaw country']
Danny Ocean;5H1nN1SzW0qNeUEZvuXjAj;79;['pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']
De La Ghetto;3EiLUeyEcA6fbRPSHkG5kb;79;['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']
Deftones;6Ghvu1VvMGScGpOUJBAHNH;79;['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']
Diplo;5fMUXHkw8R8eOP2RNVYEZX;79;['edm', 'electro house', 'moombahton', 'pop dance', 'tropical house']
Elvis Presley;43ZHCT0cAZBISjO8DG9PnE;79;['rock-and-roll', 'rockabilly']
Flo Rida;0jnsk9HBra6NMjO2oANoPY;79;['dance pop', 'miami hip hop', 'pop', 'pop rap']
Foo Fighters;7jy3rLJdDQY21OgRLCZ9sD;79;['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']
Jason Derulo;07YZf4WDAMNwqr4jfgOZ8y;79;['dance pop', 'pop']
John Mayer;0hEurMDQu99nJRq8pTxO14;79;['neo mellow', 'singer-songwriter']
Kim Petras;3Xt3RrJMFv5SZkCfUE8C1J;79;['alt z', 'pop', 'transpop']
Lenny Tavárez;1pQWsZQehhS4wavwh7Fnxd;79;['reggaeton', 'trap argentino', 'trap latino', 'urbano latino']
Lil Yachty;6icQOAFXDZKsumw3YXyusw;79;['atl hip hop', 'melodic rap', 'rap', 'trap']
Lizzo;56oDRnqbIiwx4mymNEv7dS;79;['escape room', 'minnesota hip hop', 'pop', 'trap queen']
Ludovico Einaudi;2uFUBdaVGtyMqckSeCl0Qj;79;['bow pop', 'compositional ambient', 'neo-classical']
Machine Gun Kelly;6TIYQ3jFPwQSRmorSezPxX;79;['ohio hip hop', 'pop rap']
Macklemore;3JhNCzhSMTxs9WLGJJxWOY;79;['pop rap', 'seattle hip hop']
Matheus & Kauan;2Z0lRIqr997lIUiPtrpKCr;79;['arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']
Mitski;2uYWxilOVlUdk4oV9DvwqK;79;['brooklyn indie', 'pov: indie']
Ne-Yo;21E3waRsmPlU7jZsS13rcj;79;['dance pop', 'pop', 'r&b', 'urban contemporary']
Niall Horan;1Hsdzj7Dlq2I7tHP7501T4;79;['pop']
Ninho;6Te49r3A6f5BiIgBRxH7FH;79;['french hip hop', 'pop urbaine']
Oliver Tree;6TLwD7HPWuiOzvXEa3oCNe;79;['alternative hip hop']
Panic! At The Disco;20JZFwl6HVl6yg8a4H3ZqK;79;['pop']
PARTYNEXTDOOR;2HPaUgqeutzr3jx5a9WyDV;79;['r&b', 'rap', 'toronto rap', 'urban contemporary']
Reik;0vR2qb8m9WHeZ5ByCbimq2;79;['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']
SEVENTEEN;7nqOGRxlXj7N2JYbgNEjYH;79;['k-pop', 'k-pop boy group']
Shiloh Dynasty;1wxPItEzr7U7rGSMPqZ25r;79;['lo-fi chill', 'sad lo-fi']
Skrillex;5he5w2lnU9x7JFhnwcekXX;79;['brostep', 'complextro', 'edm', 'electro', 'pop dance']
Slipknot;05fG473iIaoy82BF1aGhL8;79;['alternative metal', 'nu metal', 'rap metal', 'rock']
The Notorious B.I.G.;5me0Irg2ANcsgc93uaYrpb;79;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']
The Rolling Stones;22bE4uQ6baNwSHPVcDxLCe;79;['album rock', 'british invasion', 'classic rock', 'rock']
U2;51Blml2LZPmy7TTiAg47vQ;79;['irish rock', 'permanent wave', 'rock']
070 Shake;12Zk1DFhCbHY6v3xep2ZjI;78;['new jersey rap']
6LACK;4IVAbR2w4JJNJDDRFP3E83;78;['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']
Alicia Keys;3DiDSECUqqY1AuBP8qtaIa;78;['neo soul', 'pop', 'r&b']
Aventura;1qto4hHid1P71emI6Fd8xi;78;['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']
